TIME,SEGMENT_NO,DURATION,BYTES,CRF,QUALITY_INDEX,RESOLUTION,BITRATE,CURRENT_THROUGHPUT,VMAF,REBUF,BUFFER_STATE,DELAY,REWARD,BITRATE_LIST
0.0,0,6070.018969476223,84056,26,0,"(640, 360)",110.73224125061195,5831820.0,70.0,96.93917644704781,6070.018969476223,95.17193603369103,15.460361643956167,"[110.73224125061195, 160.61681557531122, 269.9223529942584, 510.8021273431972]"
6070.018969476223,1,1870.4063296318054,445759,15,1,"(854, 480)",1875.0030232893178,5831820.0,95.76726940659361,0.0,7768.918632414599,160.45858754213953,16.592936505263143,"[921.7257250899363, 1875.0030232893178, 3093.0174109917334, 5936.03666224653]"
7940.425299108028,2,1000.0,20253,36,1,"(854, 480)",161.86197616186197,5831820.0,97.65489417543857,0.0,8679.274174472957,83.6556250653177,22.47652535659362,"[104.31957610431957, 161.86197616186197, 327.53613632753616, 626.8924806268924]"
8940.425299108028,3,1000.0,180643,17,1,"(854, 480)",1443.698857443699,5831820.0,76.58148809999999,0.0,9558.847978078182,112.60569193078481,14.275213458771894,"[736.7505127367506, 1443.698857443699, 2444.5050504445053, 4631.1162526311155]"
9940.425299108028,4,2638.55317234993,1012791,15,2,"(1280, 720)",3035.3346300353346,5831820.0,96.75936143333335,0.0,11928.099773386331,262.80670347741943,16.06906780749999,"[899.0370638990371, 1857.9152268579153, 3035.3346300353346, 5863.5795568635795]"
12578.978471457958,5,1389.1831636428833,679059,15,2,"(1280, 720)",3876.457916042589,5831820.0,97.87869436249999,0.0,13119.398307627886,202.56876024438702,14.540059199523792,"[1230.1632437824721, 2565.4156090940423, 3876.457916042589, 7355.684775449711]"
13968.161635100842,6,1096.3690876960754,512643,15,2,"(1280, 720)",3724.584756530054,5831820.0,98.69332557142855,0.0,14050.222694490934,172.53101270723647,14.257473000113647,"[1053.716234932127, 2403.427115223762, 3724.584756530054, 7148.895514580406]"
15064.530722796917,7,2600.7696986198425,789658,21,2,"(1280, 720)",2427.286835525818,5831820.0,98.40890406060608,0.0,16448.189818460112,222.53165347497367,14.574776512087912,"[943.9441974054437, 1650.4645541406046, 2427.286835525818, 4710.631625338171]"
17665.30042141676,8,4479.07829284668,2091522,15,2,"(1280, 720)",3714.542663400307,5831820.0,99.07351511538461,0.0,20495.7629726518,452.05972525720716,14.256268478383847,"[1062.7316430995193, 2406.202679317705, 3714.542663400307, 6894.924969558253]"
22144.37871426344,9,1000.0,798039,15,3,"(1920, 1080)",6377.927694377927,6548580.0,98.49526480740742,0.0,21288.414994814735,208.27835234991085,15.3561409153846,"[980.1388809801389, 2038.974986038975, 3399.0535473990535, 6377.927694377927]"
23144.37871426344,10,1000.0,807239,15,3,"(1920, 1080)",6451.454094451454,6548580.0,97.43474840000002,0.0,22065.561890095585,209.7571783742269,14.572607874074087,"[957.1059369571059, 2093.1927140931925, 3489.5709394895707, 6451.454094451454]"
24144.37871426344,11,2929.5728504657745,1933705,15,3,"(1920, 1080)",5268.466455741468,6548580.0,97.84531386666667,0.0,24605.872304868048,390.8275301467526,14.219479391818183,"[641.052764221274, 1582.9688686667098, 2754.7848120234175, 5268.466455741468]"
27073.951564729214,12,3138.7789845466614,3015083,15,3,"(1920, 1080)",7609.433545005627,6548580.0,98.27159038636364,0.0,27182.107269469678,574.8710022902869,14.394409716491213,"[912.9327470150673, 2313.138498919661, 4048.811342665254, 7609.433545005627]"
30212.730549275875,13,1000.0,1007252,15,3,"(1920, 1080)",8049.957992049957,5929560.0,98.63156850526313,0.0,27905.901045402366,258.81010785925,14.612879081363634,"[1010.0769130100769, 2517.1922905171923, 4274.5052202745055, 8049.957992049957]"
31212.730549275875,14,5222.073793411255,6552460,15,3,"(1920, 1080)",10006.482682685282,5929560.0,99.0667302,0.0,31966.361689280504,1200.6595191005804,15.121323671766685,"[1411.2700942165156, 3240.648023927132, 5350.108388316511, 10006.482682685282]"
36434.80434268713,15,2769.526243209839,3628592,15,3,"(1920, 1080)",10357.037579879856,6548580.0,99.97413420382166,0.0,34052.965443171284,663.2669870896881,15.06517012285714,"[1559.0136017408288, 3494.1563855897116, 5487.178371080665, 10357.037579879856]"
39204.33058589697,16,1000.0,324519,27,3,"(1920, 1080)",2593.5558505935555,6548580.0,99.9530719047619,0.0,34902.8666988606,154.16115149825015,15.182742003821659,"[567.5279045675279, 831.6874808316875, 1374.7598653747598, 2593.5558505935555]"
40204.33058589697,17,1000.0,299533,28,3,"(1920, 1080)",2393.867738393868,4333140.0,99.58278440000001,0.0,35736.13500233995,152.76429903876684,15.334757371428566,"[504.7667285047667, 718.4328487184329, 1261.6091292616093, 2393.867738393868]"
41204.33058589697,18,1000.0,1026088,15,3,"(1920, 1080)",8200.495304200495,4333140.0,99.23662906666667,0.0,36430.55559099777,329.2632667255033,14.943842760000004,"[1201.1096892011096, 2516.313170516313, 4406.197396406197, 8200.495304200495]"
42204.33058589697,19,1000.0,664043,19,3,"(1920, 1080)",5307.031661307031,4333140.0,99.83686866666667,0.0,37171.381014743914,241.3131889528027,14.955728133333338,"[998.8961049988961, 1839.278881839279, 2977.6753469776754, 5307.031661307031]"
43204.33058589697,20,1000.0,1482591,16,3,"(1920, 1080)",11848.867283848867,4333140.0,99.79898506666667,0.0,37733.54471794332,440.1596314135149,14.946435433333335,"[1683.8344816838344, 3674.9134116749133, 6368.177454368177, 11848.867283848867]"
44204.33058589697,21,1015.5447423458099,2013001,15,3,"(1920, 1080)",15568.934847172379,4333140.0,99.88353716666667,0.0,38079.868256692316,631.2322871563986,14.930109196559137,"[2248.2443385719594, 5256.133213711174, 8463.285793837396, 15568.934847172379]"
45219.87532824278,22,2773.4819650650024,4824835,15,3,"(1920, 1080)",13771.456645365372,3746700.0,99.85001283870967,0.0,39627.09011770664,1221.2584450834934,14.97882554761904,"[2048.9745444114337, 4620.2605035031, 7440.836905055404, 13771.456645365372]"
47993.35729330778,23,1000.0,748722,20,3,"(1920, 1080)",5983.786229983786,5082480.0,99.94529877380951,0.0,40383.61267056927,235.0676876352945,15.055225238709681,"[980.1628569801628, 1931.5704979315706, 3098.658243098658, 5983.786229983786]"
48993.35729330778,24,1435.7889592647552,937846,19,3,"(1920, 1080)",5110.407421660814,5082480.0,99.58957519999998,0.0,41533.063369238356,274.23712750261166,15.001677796536775,"[732.7064609181036, 1710.1915014627402, 2660.2240257197054, 5110.407421660814]"
50429.14625257254,25,2611.2976372241974,3114278,15,3,"(1920, 1080)",9451.63770894119,5082480.0,99.88724195454547,0.0,43496.744765855474,637.1642251541099,15.014449355949372,"[1416.8391206421625, 3094.0667359896875, 4996.565589352531, 9451.63770894119]"
53040.443889796734,26,1809.604674577713,1525870,18,3,"(1920, 1080)",6651.681670734412,5962140.0,99.95567812658228,0.0,44954.34144379854,349.3963824010206,14.963782553636365,"[1114.186213912724, 2135.5460995690314, 3499.5926805651143, 6651.681670734412]"
54850.04856437445,27,1000.0,616467,20,3,"(1920, 1080)",4926.804268926804,5962140.0,99.92084458181819,0.0,45755.735228315076,188.83887858704213,15.201573076582285,"[888.4466648884467, 1623.7426336237424, 2575.6297945756296, 4926.804268926804]"
55850.04856437445,28,1000.0,493885,24,3,"(1920, 1080)",3947.128923947129,5962140.0,99.5082101,0.0,46601.71671560016,167.19670242034255,15.002370048484856,"[796.6585447966586, 1211.4992892114992, 1973.4965299734965, 3947.128923947129]"
56850.04856437445,29,1000.0,471264,25,3,"(1920, 1080)",3766.341891766342,5962140.0,99.83694906666666,0.0,47444.374337517256,158.17754223968632,14.94985225,"[766.3448887663449, 1150.9998491509998, 1929.5245459295245, 3766.341891766342]"
57850.04856437445,30,2234.8471879959106,739015,27,3,"(1920, 1080)",2644.5705768866897,6548580.0,99.83445543333333,0.0,49492.901650357424,198.79071895216816,14.990926171144274,"[539.4385053648534, 802.7486514618874, 1379.1567158070272, 2644.5705768866897]"
60084.89575237036,31,3361.565947532654,2000073,23,3,"(1920, 1080)",4747.895646249581,6548580.0,99.69204579104478,0.0,52433.94762177473,401.4956524926015,14.986315003201314,"[914.4493072331253, 1506.711053914245, 2439.0735175904597, 4747.895646249581]"
63446.46169990301,32,1000.0,418433,22,3,"(1920, 1080)",3344.1165393441165,6548580.0,99.94960091089108,0.0,53295.036025808935,147.25974019920108,14.930678720895525,"[623.1442326231441, 1060.4984410604984, 1754.3638817543638, 3344.1165393441165]"
64446.46169990301,33,1588.4138941764832,1481408,15,3,"(1920, 1080)",7399.631119341759,6548580.0,99.83313883333334,0.0,54588.53469745492,318.124424242395,14.996770567141077,"[977.4862918502849, 2451.155780275, 3978.121905442176, 7399.631119341759]"
66034.8755940795,34,1341.8402969837189,1306899,18,3,"(1920, 1080)",7642.488679017716,6548580.0,99.9056606875,0.0,55649.855224510065,290.7458234278431,14.954420150813009,"[1252.6112270519395, 2603.9041398794625, 4042.399500012792, 7642.488679017716]"
67376.71589106321,35,1000.0,969297,15,3,"(1920, 1080)",7746.6216317466215,5962140.0,99.8962233902439,0.0,56416.31884325323,251.13194785411736,14.978438537499997,"[1078.4404810784406, 2512.8846025128846, 4041.170788041171, 7746.6216317466215]"
68376.71589106321,36,5353.9314568042755,8849872,15,3,"(1920, 1080)",13179.162697813623,5962140.0,99.85444430000001,0.0,59791.05132533828,1566.1777895922605,14.996593171534618,"[1276.9438196558142, 4093.1184602345593, 7204.993113415595, 13179.162697813623]"
