TIME,SEGMENT_NO,DURATION,BYTES,CRF,QUALITY_INDEX,RESOLUTION,BITRATE,CURRENT_THROUGHPUT,VMAF,REBUF,BUFFER_STATE,DELAY,REWARD
0.0,0,5042.973477393389,17658,29,0,"(640, 360)",27.853173803536382,3616380.0,70.0,86.72072585661081,5042.973477393389,85.13977193244422,15.493760585526468
5042.973477393389,1,1000.0,741484,17,3,"(1920, 1080)",5925.94013392594,3616380.0,95.82293430921078,0.0,5726.778735243404,295.82617802449147,17.340312239999985
6042.973477393389,2,1712.0564877986908,1064986,17,3,"(1920, 1080)",4910.4058169478085,3616380.0,98.90052039999998,0.0,7020.927289411946,389.9889654120535,14.54416068446352
7755.0299651920795,3,2068.7578320503235,1524826,15,3,"(1920, 1080)",5803.052373291115,3616380.0,98.54409019230766,0.0,8529.468420765112,523.8361012946649,14.897258217460298
9823.787797242403,4,1000.0,541906,18,3,"(1920, 1080)",4330.912756330913,3616380.0,98.00652436507936,0.0,9308.322228334546,215.81286533950177,14.728546725641003
10823.787797242403,5,1000.0,682448,15,3,"(1920, 1080)",5454.124421454124,4333140.0,97.63108693333332,0.0,10068.221420510732,245.78423863283294,14.007751663492051
11823.787797242403,6,1000.0,805666,15,3,"(1920, 1080)",6438.882678438882,4333140.0,98.01400683333331,0.0,10803.668981533265,275.717072073418,14.426473706666668
12823.787797242403,7,1929.8373758792877,1124889,19,3,"(1920, 1080)",4650.057433876118,4333140.0,98.649304,0.0,12411.561297763226,353.26458046832704,14.279471575287348
14753.62517312169,8,1000.0,444361,21,3,"(1920, 1080)",3551.333115551333,4333140.0,98.46812043103446,0.0,13232.160240898205,187.94675940602696,14.520104866666664
15753.62517312169,9,1000.0,987168,15,3,"(1920, 1080)",7889.446663889446,4333140.0,98.25839826666667,0.0,13914.472083737708,319.1136302590954,14.727034416896558
16753.62517312169,10,2355.498045682907,2720746,15,3,"(1920, 1080)",9187.689845152205,4365720.0,99.28974410000001,0.0,15488.011387890414,736.0070636446535,15.040693629671356
19109.123218804598,11,1000.0,1124026,15,3,"(1920, 1080)",8983.215800983215,4365720.0,99.77755576056337,0.0,16138.106263410167,351.31197630908974,14.792621550000007
20109.123218804598,12,1705.4376006126404,596925,20,3,"(1920, 1080)",2752.28406033654,4300560.0,99.53599326666668,0.0,17622.285243471106,226.1070430974473,16.303534125947984
21814.56081941724,13,1000.0,759876,15,3,"(1920, 1080)",6072.928998072929,4300560.0,96.94804326923078,0.0,18338.414460916574,265.9919344653279,15.652243816666697
22814.56081941724,14,2179.4654726982117,718840,23,3,"(1920, 1080)",2611.3499124966734,4300560.0,97.76749889999996,0.0,20270.255839579575,255.94771011461913,13.801647873076927
24994.02629211545,15,1328.1607627868652,861614,15,3,"(1920, 1080)",5164.5143211645145,4300560.0,97.49408700000001,0.0,21298.902187433614,290.89395456944163,14.169976675000001
26322.187054902315,16,1000.0,78735,33,3,"(1920, 1080)",629.2501206292501,4300560.0,98.244544275,0.0,22202.246499742552,99.27166400850612,15.983202750000011
27322.187054902315,17,1949.3737816810608,1619675,15,3,"(1920, 1080)",6581.920975701439,4300560.0,93.0217685,0.0,23656.643915853816,453.5113544991802,14.176041358940669
29271.560836583376,18,3683.2996010780334,2707351,19,3,"(1920, 1080)",5847.8776921697845,5050624.0,98.33415964406778,0.0,26742.029069790737,644.2556559139498,15.384138068918928
32954.86043766141,19,2541.4129495620728,2423703,17,3,"(1920, 1080)",7546.8442758859055,5050624.0,99.47719153153155,0.0,28670.874958235498,570.3511243358861,15.137913635593218
35496.27338722348,20,1000.0,1422335,15,3,"(1920, 1080)",11367.3013313673,5451996.0,99.95221599999999,0.0,29318.132693495343,354.6140563643307,14.975643626846843
36496.27338722348,21,1425.5697429180145,1887051,15,3,"(1920, 1080)",10521.846040614231,5451996.0,99.8722713,0.0,30272.62318992276,444.3380284365966,14.993922883720927
37921.8431301415,22,1000.0,1319078,15,3,"(1920, 1080)",10542.071386542071,5451996.0,99.91658623255813,0.0,30838.769872299203,432.0837205133122,14.936213383333325
38921.8431301415,23,1000.0,1033226,15,3,"(1920, 1080)",8257.542200257541,2453636.0,99.87211583333334,0.0,31296.786553987014,523.2631065852775,14.982280265891461
39921.8431301415,24,2408.4563851356506,2161984,17,3,"(1920, 1080)",7100.7850087590405,2453636.0,99.86861193333334,0.0,32837.20601613505,831.3522329538317,14.957919287899552
42330.29951527715,25,4906.1009883880615,5573015,18,3,"(1920, 1080)",9028.283577737313,3616380.0,99.90855145205481,0.0,35828.48494041817,1883.9183459014803,14.992163049909909
47236.40050366521,26,2826.2557685375214,4193861,15,3,"(1920, 1080)",11829.646318803174,3583800.0,99.9650404054054,0.0,37230.488718240966,1413.6851944862897,14.966918440290108
50062.65627220273,27,1000.0,547088,20,3,"(1920, 1080)",4372.327300372327,2867040.0,99.8832660235294,0.0,37935.09866134123,280.8629475916478,15.029909388738737
51062.65627220273,28,1000.0,1088750,16,3,"(1920, 1080)",8701.29000870129,2867040.0,99.87026203333333,0.0,38514.87674979765,456.17709622290477,14.942396037647068
52062.65627220273,29,1193.5012638568878,1521965,15,3,"(1920, 1080)",10136.28859782834,3648960.0,99.88453773333335,0.0,39192.07058963982,519.0479536779333,14.945479513333336
53256.15753605962,30,1000.0,668929,20,3,"(1920, 1080)",5346.08057334608,3648960.0,99.88750952777778,0.0,39936.225994702916,272.9688978431345,14.965226983333345
54256.15753605962,31,1000.0,592321,21,3,"(1920, 1080)",4733.8294367338285,3648960.0,99.8386215,0.0,40673.46943779972,250.86945032932238,15.13600922777777
55256.15753605962,32,1541.6045188903809,656428,25,3,"(1920, 1080)",3348.6205830121125,3648960.0,99.50300060000002,0.0,41960.9814286255,269.3626792579977,14.948832096808506
56797.76205495,33,1000.0,865925,19,3,"(1920, 1080)",6920.472606920473,3648960.0,99.88782374468084,0.0,42655.245031320985,329.79720249057266,14.967678279999994
57797.76205495,34,1000.0,566376,22,3,"(1920, 1080)",4526.476996526477,3648960.0,99.86329723333333,0.0,43420.42033705271,243.38498179149533,14.967441044680847
58797.76205495,35,1000.0,1035148,15,3,"(1920, 1080)",8272.902824272902,3648960.0,99.8407654,0.0,44068.33420913677,378.61370738079086,14.939817749999989
59797.76205495,36,6137.164652347565,7108109,15,3,"(1920, 1080)",9262.174782754155,3648960.0,99.84695896666668,0.0,47981.9469194727,2354.2996750956913,15.00378170347827
65934.92670729756,37,4306.9837391376495,4701766,18,3,"(1920, 1080)",8671.503209902272,3616380.0,99.97976373913045,0.0,50880.752219391914,1440.8898133788318,14.994093443333332
70241.91044643521,38,1000.0,1393267,15,3,"(1920, 1080)",11134.98987513499,3681540.0,99.9646489,0.0,51363.86936848158,478.36504346150343,15.048816655797118
71241.91044643521,39,1000.0,1259166,15,3,"(1920, 1080)",10063.254682063254,3681540.0,99.86189416666666,0.0,51923.28346294855,445.040764483492,15.037447900000004
72241.91044643521,40,1153.6980867385864,514994,28,3,"(1920, 1080)",3527.854534244992,3583800.0,99.854402,0.0,52840.48832662914,231.26372771036918,14.961480609523804
73395.6085331738,41,5588.64352107048,6384897,15,3,"(1920, 1080)",9112.15950603735,3583800.0,99.80082711428571,0.0,56050.42262558274,2201.551034234953,14.983901196428562
78984.25205424428,42,4098.649859428406,6863068,15,3,"(1920, 1080)",13377.961182270232,3225420.0,99.94890232738094,0.0,57987.7480575491,2349.633271750167,14.967104361742162
83082.90191367269,43,1000.0,1503979,15,3,"(1920, 1080)",12019.8001800198,3583800.0,99.91197845528455,0.0,58369.60449475831,565.0504022487137,15.019754927380937
84082.90191367269,44,1000.0,1296047,15,3,"(1920, 1080)",10358.007634358008,2867040.0,99.8582948,0.0,58796.73746019329,555.8426809531782,14.969586738617892
85082.90191367269,45,5485.789656639099,7850621,15,3,"(1920, 1080)",11407.664981202455,2867040.0,99.88478343333333,0.0,59505.95163817746,2436.972325368422,14.978790705454546
90568.69157031178,46,1000.0,962486,17,3,"(1920, 1080)",7692.188119692188,3616380.0,99.94103364242424,0.0,59656.01509529958,360.15395447788586,14.986526566666655
91568.69157031178,47,2544.0509021282196,2856682,15,3,"(1920, 1080)",8895.039614889405,3616380.0,99.79651373333334,0.0,59741.32504869012,912.9672988940063,15.108279058008655
94112.74247244,48,3031.9227278232574,1904144,20,3,"(1920, 1080)",5016.895832853045,3583800.0,99.66550916883118,0.0,59721.69193427737,1029.3566001283111,14.930602128937736
97144.66520026326,49,4984.759718179703,5112126,18,3,"(1920, 1080)",8171.222206571222,3648960.0,99.73182320879121,0.0,59871.688024296396,1383.161205279019,15.00474592711687
102129.42491844296,50,3062.259316444397,4215349,15,3,"(1920, 1080)",10985.567488539731,2899620.0,99.95216140666665,0.0,59648.519115935414,1416.161007413986,14.999237909555657
105191.68423488736,51,2935.666561126709,3079244,15,3,"(1920, 1080)",8389.539109141871,2899620.0,99.9540337173913,0.0,59854.17852825898,1197.839397467327,14.977055258939373
108127.35079601407,52,1740.3800785541534,944725,23,3,"(1920, 1080)",4273.72224594062,2899620.0,99.95021229545455,0.0,59632.77754496428,422.9578249636341,14.99934413248564
109867.73087456822,53,1000.0,1747000,15,3,"(1920, 1080)",13962.024013962024,2932200.0,99.90937916981132,0.0,59904.01203545711,707.1561859426549,15.010851778787888
110867.73087456822,54,1000.0,1633563,15,3,"(1920, 1080)",13055.435509055436,2932200.0,99.87872103333332,0.0,59709.64507462627,676.1041868479759,14.978617653144653
111867.73087456822,55,1000.0,1387105,17,3,"(1920, 1080)",11085.743171085744,2867040.0,99.86152303333333,0.0,59927.4857344161,711.6621492399204,14.94727129999999
112867.73087456822,56,2546.6872453689575,3782344,15,3,"(1920, 1080)",11777.33458506731,2248020.0,99.86289946666666,0.0,59632.30079130495,1812.2062527209484,14.977289540822511
115414.41811993718,57,3654.358834028244,5605485,15,3,"(1920, 1080)",12217.918954036102,2150280.0,99.93906974025974,0.0,59512.99152757909,2313.286088472545,14.990325778787884
119068.77695396543,58,2900.075525045395,3953342,15,3,"(1920, 1080)",10894.86489903383,2867040.0,99.96102620909092,0.0,59985.622172128904,1434.7052055315326,15.006550636811475
121968.85247901082,59,2828.862875699997,356651,40,3,"(1920, 1080)",1006.0073972998797,2867040.0,99.86503820689653,0.0,59598.33015494063,210.9441463192554,24.77786466791447
124797.71535471082,60,1000.0,1756284,15,3,"(1920, 1080)",14036.221742036221,2182860.0,80.36632308235289,0.0,59785.69622298813,839.8435850535147,14.939614240229858
125797.71535471082,61,2307.3792159557343,3557238,15,3,"(1920, 1080)",12184.04833904119,2867040.0,99.85084793333334,0.0,59598.16785099352,1444.4242882118713,16.928068586050422
128105.09457066655,62,1000.0,1573467,15,3,"(1920, 1080)",12575.148276575148,2150280.0,99.94116815714285,0.0,59778.99020184568,850.2629669771281,14.927474866666678
129105.09457066655,63,1000.0,1372212,15,3,"(1920, 1080)",10966.718314966718,2150280.0,99.84674613333333,0.0,59985.39925843497,751.7421378660111,15.010829240476191
130105.09457066655,64,1000.0,1508790,15,3,"(1920, 1080)",12058.249692058249,2150280.0,99.86067783333333,0.0,59593.19386763232,818.6014844578382,14.940539606666665
131105.09457066655,65,1000.0,597542,24,3,"(1920, 1080)",4775.555668775556,2899620.0,99.87535703333333,0.0,59786.62023262381,296.9220721844133,14.946470766666664
132105.09457066655,66,1000.0,1608610,15,3,"(1920, 1080)",12856.01113285601,2150280.0,99.82841413333333,0.0,59503.54570300804,867.4666016567733,14.938167700000001
133105.09457066655,67,1000.0,433770,26,3,"(1920, 1080)",3466.68984346669,2150280.0,99.87437866666666,0.0,59704.01858957043,292.3444388637759,15.547998783333327
134105.09457066655,68,1019.001841545105,1284996,15,3,"(1920, 1080)",9938.404900383615,2932200.0,98.5608307,0.0,59662.91880140906,541.3011965149215,14.941756376344081
135124.09641221166,69,1884.1175138950348,2555723,15,3,"(1920, 1080)",10750.177453938217,2150280.0,99.86524458064515,0.0,59594.40155693087,1327.347732579219,15.101772445789475
137008.2139261067,70,2839.4181728363037,1720897,23,3,"(1920, 1080)",4797.701091744449,2182860.0,99.92975919298246,0.0,59608.849815580674,766.9581975635488,14.974882432633159
139847.632098943,71,2152.4381935596466,4101306,15,3,"(1920, 1080)",15128.136936126106,2182860.0,99.93567815116279,0.0,59678.12150620438,2079.1643707026983,14.973456886855598
142000.07029250264,72,2150.4689157009125,1709903,18,3,"(1920, 1080)",6307.173064261197,2150280.0,99.94405467692307,0.0,59993.024238753234,917.0527999780691,14.969238174239713
144150.53920820355,73,1000.0,1277869,18,3,"(1920, 1080)",10212.72905821273,2899620.0,99.93287995384615,0.0,59954.44002676009,543.8970841551288,15.011961826923077
145150.53920820355,74,1401.848554611206,887698,23,3,"(1920, 1080)",4949.639244811704,2182860.0,99.8641857,0.0,59896.99369865278,508.07094700000056,15.074236884078715
146552.38776281476,75,1000.0,1310066,15,3,"(1920, 1080)",10470.047482470047,2182860.0,99.71728613953488,0.0,59765.64814000688,638.792483723784,14.937128989999998
147552.38776281476,76,2882.941037416458,2386015,20,3,"(1920, 1080)",6575.528014542684,2899620.0,99.87257926666666,0.0,59899.92910195453,1139.3743153138842,14.953209192943058
150435.32880023122,77,1000.0,1201025,15,3,"(1920, 1080)",9598.59180959859,2150280.0,99.87489634482758,0.0,59750.76508397797,667.9405668588571,14.939415513333334
151435.32880023122,78,5913.040071725845,807688,15,3,"(1920, 1080)",1087.9284383795793,2899620.0,99.87778906666667,0.0,59792.02119271446,373.2101084751941,16.60184313415347
157348.36887195706,79,5045.399367809296,4771959,15,3,"(1920, 1080)",11441.248909841248,3583800.0,96.54610642134821,0.0,59904.785540035205,1380.5440074175865,14.960617619333332
