File,Method,Average Duration(s),Average Size(MB),Average Buffer State(s),Average VMAF Score,Average VMAF Smoothness,Average Bitrate(bps),Stall Ratio(%),Stall Time(s),Switch Ratio(%),Total Size(MB)
fcc18_trace_3.csv,QAOCS-BOLA,2.14,0.68,5.17,96.7995861460718,2.99,3005.36187411229,8,4.81,0.53,50.83
fcc18_trace_1.csv,QAOCS-BOLA,2.53,1.31,9.22,97.3401880346348,2.33,4201.3516506144,4.69,1.89,0.34,83.72
lumos5g_trace_1.csv,QAOCS-BOLA,2.06,2.3,52.13,98.338570768537,1.65,9430.27460549715,1.28,0.09,0.05,179.08
lab_trace_1.csv,QAOCS-BOLA,2.38,2.9,45.8,98.274501276284,1.24,9654.14210949096,1.47,0.18,0.03,197
fcc18_trace_2.csv,QAOCS-BOLA,2.16,0.55,4.59,96.5559519458834,3.11,2242.56541511267,12,14.14,0.43,41.47
ghent_trace_1.csv,QAOCS-BOLA,2.33,2.8,41.58,97.6897734594052,1.77,9640.10031695122,1.45,0.14,0.03,193.54
hsr_trace_3.csv,QAOCS-BOLA,2.55,1.39,8.71,98.1321009124161,1.67,4616.20559629264,11.11,20.5,0.37,87.7
oboe_trace_3.csv,QAOCS-BOLA,2.38,1.11,6.37,97.4264191267746,2.38,4056.23681894436,2.9,0.56,0.41,76.77
ghent_trace_0.csv,QAOCS-BOLA,2.18,2.36,48.39,97.7559708866292,2.26,9162.24766193894,1.35,0.15,0.03,174.27
lab_trace_3.csv,QAOCS-BOLA,1.88,2.33,42.65,98.377090162441,1.09,9591.64737831367,1.16,0.14,0.02,200.55
ghent_trace_3.csv,QAOCS-BOLA,2.19,2.43,30.3,97.5400165223268,2.08,9125.05115288204,1.35,0.09,0.05,179.61
lab_trace_2.csv,QAOCS-BOLA,2.1,2.46,45.24,98.4146641840557,1.12,9672.96010275997,1.3,0.19,0.03,189.09
oboe_trace_0.csv,QAOCS-BOLA,1.95,0.55,5.06,97.6891953149206,2.52,2390.48820425123,4.88,5.69,0.45,45.06
lumos5g_trace_2.csv,QAOCS-BOLA,2.04,2.17,49.65,97.6140068284897,1.66,8618.58760527739,1.22,0.08,0.02,178.25
lumos5g_trace_3.csv,QAOCS-BOLA,2.16,2.3,50.98,97.8615737076074,1.95,8841.1546248695,1.33,0.08,0.05,172.71
ghent_trace_2.csv,QAOCS-BOLA,2.12,2.5,42.63,97.8521905388803,1.42,8625.12657782482,1.32,0.09,0.03,190.32
oboe_trace_2.txt.csv,QAOCS-BBA,2.01,0.7,10.11,97.5520134899645,2.33,2683.31934045644,3.75,8.3,0.26,55.9
fcc18_trace_2.txt.csv,QAOCS-BBA,2.52,0.63,8.41,95.9041794496219,4.89,2071.84472849283,9.23,15.74,0.23,41.08
fcc18_trace_1.txt.csv,QAOCS-BBA,1.89,0.9,14.5,97.5518651985278,2.88,3997.86869447829,1.16,0.37,0.16,77.67
ghent_trace_0.txt.csv,QAOCS-BBA,1.86,2.33,47.18,98.0324149913283,1.38,9701.09656248887,1.16,0.09,0.03,200.14
lumos5g_trace_4.txt.csv,QAOCS-BBA,2.04,2.44,40.91,97.3509974229155,2.3,8254.77490513841,1.27,0.22,0.04,193
ghent_trace_1.txt.csv,QAOCS-BBA,1.86,2.03,46.3,98.3640335402239,1.5,9464.94811285192,1.12,0.56,0.03,180.75
oboe_trace_3.txt.csv,QAOCS-BBA,2.33,1.07,12.43,96.8166050690818,3.63,3685.97219703125,4.35,4.26,0.17,73.76
lab_trace_2.txt.csv,QAOCS-BBA,2.05,2.65,43.96,98.3683106142051,1.19,9284.26398841816,1.27,0.19,0.04,209.16
lumos5g_trace_1.txt.csv,QAOCS-BBA,2.25,2.33,48.81,97.7046395066484,2.37,8587.09278735138,1.41,0.08,0.04,165.34
ghent_trace_2.txt.csv,QAOCS-BBA,2.04,2.44,45.75,98.6288386462095,0.99,9564.57526717974,1.27,0.16,0.04,192.48
lab_trace_3.txt.csv,QAOCS-BBA,2.43,2.6,49.75,97.7247594144893,1.97,9285.02789316329,1.49,0.09,0.04,173.91
hsr_trace_3.txt.csv,QAOCS-BBA,2.5,1.24,15.46,97.9452249813935,1.65,4517.81523581286,6.15,15.74,0.26,80.29
hsr_trace_1.txt.csv,QAOCS-BBA,2.1,1.3,16.33,98.4524185678641,1.36,5137.11319355118,1.3,0.86,0.23,100.3
fcc18_trace_3.txt.csv,QAOCS-BBA,2.6,0.79,9.02,96.7508672628183,3.49,2447.30479957452,3.17,2.97,0.43,49.95
ghent_trace_3.txt.csv,QAOCS-BBA,2.12,2.46,34.07,98.2070131027345,1.35,9775.68598236743,1.32,0.09,0.11,186.86
lumos5g_trace_3.txt.csv,QAOCS-BBA,1.95,2.25,46.82,97.9409000322687,1.76,8982.43897371333,1.22,0.08,0.04,184.09
oboe_trace_0.txt.csv,QAOCS-BBA,2.29,0.64,7.69,97.2730895769548,3.58,2096.68483371752,5.71,4.22,0.33,44.6
lumos5g_trace_2.txt.csv,QAOCS-BBA,2.5,2.92,53.8,98.4501132004369,1.34,10176.8588524163,1.56,0.09,0.05,186.93
lab_trace_1.txt.csv,QAOCS-BBA,1.89,2.06,47.29,98.4286212031746,1.07,8733.26789318051,1.18,0.11,0.04,174.97
oboe_trace_1.txt.csv,QAOCS-BBA,2.47,0.51,4.93,96.4822204652228,3.96,1680.27352591943,40,85.09,0.09,33.14
hsr_trace_2.txt.csv,QAOCS-BBA,2.24,2.51,37.78,98.1621454169897,1.15,9189.47903206206,1.39,0.16,0.04,180.36
fcc18_trace_1.txt.csv,Constant-4,4.86,0.73,49.44,79.5186195411839,4.58,1219.77276992052,6.06,2.33,0.52,24.1
fcc18_trace_1.txt.csv,GOP-4,3.92,1.6,31.91,93.344352960084,1.78,3208.09870942436,7.32,1.61,0.27,65.73
fcc18_trace_1.txt.csv,Segue,2.4,0.99,33.21,94.8452694241027,1.62,3414.91823880443,4.48,1.61,0.25,66.16
fcc18_trace_2.txt.csv,Constant-4,4.86,0.48,25.02,78.1110636948809,4.67,797.674443356122,6.06,13.77,0.42,15.87
fcc18_trace_2.txt.csv,GOP-4,3.92,0.43,12.69,80.4613126287832,2.7,851.576190780875,7.32,8.8,0.12,17.44
fcc18_trace_2.txt.csv,Segue,2.4,0.26,11.55,81.1913504883934,3.48,900.041902303841,4.48,8.81,0.09,17.49
fcc18_trace_3.txt.csv,Constant-4,4.86,0.72,47.22,79.4632995662277,4.48,1207.43296773822,6.06,3.94,0.48,23.9
fcc18_trace_3.txt.csv,GOP-4,3.92,1.01,26.66,90.0059053265867,2.75,2019.94759794089,7.32,2.64,0.22,41.38
fcc18_trace_3.txt.csv,Segue,2.4,0.59,27.39,88.7894418280356,3.42,2030.71209694947,4.48,2.64,0.33,39.37
ghent_trace_0.txt.csv,Constant-4,4.86,0.74,50.85,79.9567336928284,4.63,1242.29910826593,6.06,0.33,0.48,24.55
ghent_trace_0.txt.csv,GOP-4,3.92,2.08,49.24,94.1439460725388,1.71,4164.3719919682,7.32,0.35,0.12,85.35
ghent_trace_0.txt.csv,Segue,2.4,1.28,51.56,95.7313012743613,1.62,4597.72448021025,4.48,0.35,0.07,86.07
ghent_trace_1.txt.csv,Constant-4,4.86,0.74,50.83,79.9567336928284,4.63,1242.29910826593,6.06,0.38,0.48,24.55
ghent_trace_1.txt.csv,GOP-4,3.92,2.08,49.06,94.1439460725388,1.71,4164.3719919682,7.32,0.38,0.12,85.35
ghent_trace_1.txt.csv,Segue,2.4,1.28,51.42,95.7313012743613,1.62,4597.72448021025,4.48,0.38,0.07,86.07
ghent_trace_2.txt.csv,Constant-4,4.86,0.74,50.68,79.9567336928284,4.63,1242.29910826593,6.06,0.69,0.48,24.55
ghent_trace_2.txt.csv,GOP-4,3.92,2.08,48.94,94.1439460725388,1.71,4164.3719919682,7.32,0.57,0.12,85.35
ghent_trace_2.txt.csv,Segue,2.4,1.28,51.29,95.7313012743613,1.62,4597.72448021025,4.48,0.57,0.07,86.07
ghent_trace_3.txt.csv,Constant-4,4.86,0.74,50.73,79.9567336928284,4.63,1242.29910826593,6.06,0.45,0.48,24.55
ghent_trace_3.txt.csv,GOP-4,3.92,2.08,49.02,94.1439460725388,1.71,4164.3719919682,7.32,0.42,0.12,85.35
ghent_trace_3.txt.csv,Segue,2.4,1.28,51.38,95.7313012743613,1.62,4597.72448021025,4.48,0.42,0.07,86.07
hsr_trace_1.txt.csv,Constant-4,4.86,0.74,50.3,79.9227006706605,4.63,1230.53875330847,6.06,1,0.52,24.31
hsr_trace_1.txt.csv,GOP-4,3.92,2.08,36.38,94.1439460725388,1.71,4164.3719919682,7.32,0.77,0.12,85.35
hsr_trace_1.txt.csv,Segue,2.4,1.25,37.17,95.6292413358403,1.64,4475.31374129687,4.48,0.77,0.1,83.92
hsr_trace_2.txt.csv,Constant-4,4.86,0.74,50.13,79.9227006706605,4.63,1230.53875330847,6.06,2.47,0.52,24.31
hsr_trace_2.txt.csv,GOP-4,3.92,2.08,44.82,94.1439460725388,1.71,4164.3719919682,7.32,1.97,0.12,85.35
hsr_trace_2.txt.csv,Segue,2.4,1.27,46.85,95.6769349931622,1.67,4569.49374769804,4.48,1.97,0.07,85.13
hsr_trace_3.txt.csv,Constant-4,4.86,0.72,47.13,79.4632995662277,4.48,1207.43296773822,6.06,17.22,0.48,23.9
hsr_trace_3.txt.csv,GOP-4,3.92,1.59,31.59,91.0027388779976,2.57,3191.04834768625,7.32,12.74,0.2,65.39
hsr_trace_3.txt.csv,Segue,2.4,0.95,33.17,93.1798665686415,2.43,3348.87414006661,4.48,12.74,0.24,63.91
lab_trace_1.txt.csv,Constant-4,4.86,0.74,50.79,79.9567336928284,4.63,1242.29910826593,6.06,0.4,0.48,24.55
lab_trace_1.txt.csv,GOP-4,3.92,2.08,49.14,94.1439460725388,1.71,4164.3719919682,7.32,0.39,0.12,85.35
lab_trace_1.txt.csv,Segue,2.4,1.28,51.48,95.7313012743613,1.62,4597.72448021025,4.48,0.39,0.07,86.07
lab_trace_2.txt.csv,Constant-4,4.86,0.74,50.52,79.9227006706605,4.63,1230.53875330847,6.06,1.12,0.52,24.31
lab_trace_2.txt.csv,GOP-4,3.92,2.08,48.13,94.1439460725388,1.71,4164.3719919682,7.32,0.85,0.12,85.35
lab_trace_2.txt.csv,Segue,2.4,1.27,50.49,95.6769349931622,1.67,4569.49374769804,4.48,0.85,0.07,85.13
lab_trace_3.txt.csv,Constant-4,4.86,0.74,50.65,79.9567336928284,4.63,1242.29910826593,6.06,0.76,0.48,24.55
lab_trace_3.txt.csv,GOP-4,3.92,2.08,48.63,94.1439460725388,1.71,4164.3719919682,7.32,0.62,0.12,85.35
lab_trace_3.txt.csv,Segue,2.4,1.27,51,95.6769349931622,1.67,4569.49374769804,4.48,0.62,0.07,85.13
lumos5g_trace_1.txt.csv,Constant-4,4.86,0.74,50.85,79.9567336928284,4.63,1242.29910826593,6.06,0.25,0.48,24.55
lumos5g_trace_1.txt.csv,GOP-4,3.92,2.08,49.33,94.1439460725388,1.71,4164.3719919682,7.32,0.3,0.12,85.35
lumos5g_trace_1.txt.csv,Segue,2.4,1.28,51.7,95.7313012743613,1.62,4597.72448021025,4.48,0.3,0.07,86.07
lumos5g_trace_2.txt.csv,Constant-4,4.86,0.74,50.86,79.9567336928284,4.63,1242.29910826593,6.06,0.29,0.48,24.55
lumos5g_trace_2.txt.csv,GOP-4,3.92,2.08,49.27,94.1439460725388,1.71,4164.3719919682,7.32,0.33,0.12,85.35
lumos5g_trace_2.txt.csv,Segue,2.4,1.28,51.64,95.7313012743613,1.62,4597.72448021025,4.48,0.33,0.07,86.07
lumos5g_trace_3.txt.csv,Constant-4,4.86,0.74,50.87,79.9567336928284,4.63,1242.29910826593,6.06,0.25,0.48,24.55
lumos5g_trace_3.txt.csv,GOP-4,3.92,2.08,49.35,94.1439460725388,1.71,4164.3719919682,7.32,0.3,0.12,85.35
lumos5g_trace_3.txt.csv,Segue,2.4,1.28,51.72,95.7313012743613,1.62,4597.72448021025,4.48,0.3,0.07,86.07
lumos5g_trace_4.txt.csv,Constant-4,4.86,0.74,50.9,79.9567336928284,4.63,1242.29910826593,6.06,0.18,0.48,24.55
lumos5g_trace_4.txt.csv,GOP-4,3.92,2.08,49.41,94.1439460725388,1.71,4164.3719919682,7.32,0.25,0.12,85.35
lumos5g_trace_4.txt.csv,Segue,2.4,1.28,51.85,95.7313012743613,1.62,4597.72448021025,4.48,0.25,0.07,86.07
oboe_trace_0.txt.csv,Constant-4,4.86,0.72,46.63,79.2325718562419,4.53,1201.31658264839,6.06,5.32,0.42,23.77
oboe_trace_0.txt.csv,GOP-4,3.92,0.96,24.31,89.1014361213022,2.15,1915.1333474613,7.32,3.5,0.17,39.23
oboe_trace_0.txt.csv,Segue,2.4,0.57,26.61,89.7683985992937,2.6,2015.95837151205,4.48,3.51,0.13,38.35
oboe_trace_1.txt.csv,Constant-4,4.86,0.58,27.76,79.2654300798279,4.21,949.879233038087,6.06,12.62,0.42,19.14
oboe_trace_1.txt.csv,GOP-4,3.92,0.49,19.54,81.3066628175002,2.55,987.219771668694,7.32,9.3,0.2,20.22
oboe_trace_1.txt.csv,Segue,2.4,0.29,18.21,81.5836127792411,3.85,967.079081530856,4.48,9.31,0.21,19.52
oboe_trace_2.txt.csv,Constant-4,4.86,0.72,46.75,79.2325718562419,4.53,1201.31658264839,6.06,4.61,0.42,23.77
oboe_trace_2.txt.csv,GOP-4,3.92,1.15,29.21,92.0161529939537,1.87,2308.99186943601,7.32,3.05,0.17,47.31
oboe_trace_2.txt.csv,Segue,2.4,0.69,29.7,92.0315148714082,2.48,2382.7525566337,4.48,3.05,0.27,46.4
oboe_trace_3.txt.csv,Constant-4,4.86,0.73,49.1,79.5186195411839,4.58,1219.77276992052,6.06,2.38,0.52,24.1
oboe_trace_3.txt.csv,GOP-4,3.92,1.54,30.88,93.2200549014997,1.97,3082.06487001109,7.32,1.64,0.27,63.15
oboe_trace_3.txt.csv,Segue,2.4,0.94,32.47,93.9693095879364,2.01,3328.30889377476,4.48,1.65,0.25,63.23
lumos5g_trace_4.csv,QAOCS-PENSIEVE,1.77,1.99,46.18,98.2623262961143,1.55,8551.81692843644,1.09,0.67,0.09,183.46
oboe_trace_2.csv,QAOCS-PENSIEVE,2.17,0.65,22.08,96.8715435463599,3.96,2613.26998563918,1.35,0.66,0.28,47.98
hsr_trace_2.csv,QAOCS-PENSIEVE,2.24,2.5,32.57,98.0466876964611,2.19,8753.12646833214,1.39,0.16,0.07,179.8
oboe_trace_1.csv,QAOCS-PENSIEVE,2.03,0.39,4.17,98.0974151054795,2.21,1637.76758241716,39.24,71.59,0,30.63
hsr_trace_1.csv,QAOCS-PENSIEVE,2.07,1.15,21.35,97.3638870777162,3.25,4233.77093588733,1.28,0.39,0.35,89.67
fcc18_trace_3.csv,QAOCS-PENSIEVE,2.54,0.69,22.36,96.6716226502359,3.65,2303.81739388178,1.59,0.32,0.4,43.35
fcc18_trace_1.csv,QAOCS-PENSIEVE,2.22,0.96,23.56,98.1313605719453,1.84,3853.76856840432,1.35,0.23,0.23,71.22
lumos5g_trace_1.csv,QAOCS-PENSIEVE,2.53,2.2,48.43,97.4911403286474,2.26,7377.07442243165,1.56,0.08,0.33,140.79
lab_trace_1.csv,QAOCS-PENSIEVE,2.17,2.53,45.43,97.8635621054881,1.97,9049.07463335031,1.35,0.1,0.01,187.37
fcc18_trace_2.csv,QAOCS-PENSIEVE,1.87,0.38,19.62,97.8275602318353,3.01,1806.69616324381,1.16,1.19,0.13,32.83
ghent_trace_1.csv,QAOCS-PENSIEVE,1.87,2.16,44.8,98.6479330902977,1.19,9589.24174918002,1.16,0.21,0.01,186.13
hsr_trace_3.csv,QAOCS-PENSIEVE,2.01,0.97,16.47,98.6439430763461,1.39,4781.22311606513,7.5,5.18,0.14,77.4
oboe_trace_3.csv,QAOCS-PENSIEVE,2.53,1.05,23.89,96.6500780855986,2.96,3724.88292182867,1.56,0.26,0.23,66.89
ghent_trace_0.csv,QAOCS-PENSIEVE,2.11,2.29,49.95,98.112184956119,1.77,9860.93239204931,1.32,0.11,0.01,174.16
lab_trace_3.csv,QAOCS-PENSIEVE,2.02,2.46,43.74,97.768111289772,1.96,9493.41315237996,1.25,0.09,0.01,196.52
ghent_trace_3.csv,QAOCS-PENSIEVE,2.14,2.26,32.74,98.4147781462187,0.93,8422.187210892,1.33,0.09,0.05,169.47
lab_trace_2.csv,QAOCS-PENSIEVE,1.97,2.26,48.32,98.1868402151425,1.76,10026.5182987075,1.2,0.12,0.01,187.52
oboe_trace_0.csv,QAOCS-PENSIEVE,2.26,0.52,19.6,97.0560703997448,3.53,2041.46385239423,1.39,0.23,0.21,37.47
lumos5g_trace_2.csv,QAOCS-PENSIEVE,2.13,1.81,47,96.226169026516,5.5,7007.86804996104,1.32,0.08,0.36,137.22
lumos5g_trace_3.csv,QAOCS-PENSIEVE,2.34,2.15,51.56,97.9325520234166,1.88,8316.09348748795,1.45,0.08,0.39,148.61
ghent_trace_2.csv,QAOCS-PENSIEVE,1.99,2.49,47.05,98.4685139539419,1.25,10247.09447568,1.23,0.15,0.01,201.74
