File,Method,Average Duration(s),Average Size(MB),Average Buffer State(s),Average VMAF Score,Average VMAF Smoothness,Average Bitrate(bps),Stall Ratio(%),Stall Time(s),Switch Ratio(%),Total Size(MB)
oboe_trace_15.txt.csv,QAOCS,2.32,0.97,16.64,94.43329481896716,4.69,3399.887575756283,1.47,0.15,0.28,66.05
lumos5g_trace_5.txt.csv,QAOCS,2.11,1.51,51.60,95.89184682156154,2.83,5806.335215567934,1.33,0.08,0.04,112.92
fcc18_trace_6.txt.csv,QAOCS,1.98,1.27,41.36,95.72380414913799,2.43,5987.087384999563,1.23,0.08,0.06,103.00
fcc18_trace_12.txt.csv,QAOCS,2.44,1.07,16.21,93.45956585455609,5.85,3191.803889130145,1.54,0.13,0.23,69.75
hsr_trace_13.txt.csv,QAOCS,3.30,0.62,9.74,93.84301645067195,4.14,1533.8479534954984,16.67,22.53,0.35,29.70
oboe_trace_20.txt.csv,QAOCS,2.95,0.54,8.18,93.07708966209626,6.60,1528.5815476501998,11.11,21.62,0.20,29.42
lab_trace_20.txt.csv,QAOCS,1.87,1.40,50.04,95.92461751127327,2.30,6220.425935822934,1.18,0.08,0.04,118.86
lab_trace_14.txt.csv,QAOCS,2.11,1.74,45.04,96.65882272630809,1.67,6880.768002424857,1.33,0.09,0.04,130.76
lab_trace_3.txt.csv,QAOCS,2.16,1.68,46.46,96.49720059947046,2.12,6793.266959905068,1.33,0.08,0.04,125.79
HSDPA_trace_3.csv,QAOCS,3.25,0.46,6.24,88.84100676434316,11.27,1196.6396905360052,28.57,124.19,0.24,22.31
ghent_trace_6.txt.csv,QAOCS,2.02,1.46,41.93,95.54364337094081,2.72,5594.376231373234,1.25,0.38,0.04,116.87
ghent_trace_12.txt.csv,QAOCS,2.08,1.59,48.48,95.81436809277152,2.05,6505.871874006791,1.32,0.09,0.04,120.57
HSDPA_trace_19.csv,QAOCS,2.90,0.49,7.14,93.31508841062961,6.25,1436.394289642857,25.45,67.46,0.22,27.01
oboe_trace_0.txt.csv,QAOCS,2.78,0.73,12.60,93.75310346296314,3.14,2312.96684353778,6.90,7.44,0.34,42.49
lab_trace_18.txt.csv,QAOCS,2.23,1.79,49.71,96.35840583228406,2.22,6575.276184211513,1.41,0.08,0.04,127.43
fcc18_trace_10.txt.csv,QAOCS,3.05,0.61,9.32,92.37719895362477,7.02,1897.8924366020187,5.77,7.86,0.48,31.60
ghent_trace_20.txt.csv,QAOCS,2.08,1.67,47.47,96.00168218126969,2.69,6303.029509914372,1.27,0.08,0.04,131.61
hsr_trace_7.txt.csv,QAOCS,1.97,1.46,32.54,96.02582700503915,2.58,6125.341502102964,1.23,0.14,0.04,118.34
fcc18_trace_5.txt.csv,QAOCS,2.07,1.32,23.44,95.94217107437039,2.44,5367.490700019051,1.30,0.18,0.17,101.49
hsr_trace_15.txt.csv,QAOCS,1.96,1.43,32.30,95.63280587777214,2.83,6359.635936386433,2.47,1.73,0.04,115.70
lumos5g_trace_3.txt.csv,QAOCS,2.35,1.87,49.34,95.87679819205378,2.49,6852.83874797764,1.47,0.08,0.04,127.02
lab_trace_1.txt.csv,QAOCS,2.40,1.89,47.74,96.2663404456276,2.34,6763.556727142274,1.52,0.09,0.05,124.67
lab_trace_11.txt.csv,QAOCS,1.92,1.45,44.39,96.24705632551785,2.27,5715.079530967677,1.20,0.09,0.04,120.34
lumos5g_trace_2.txt.csv,QAOCS,2.25,1.75,47.44,95.86938589880171,3.06,6310.5588274903175,1.43,0.08,0.04,122.27
