File,Method,Average Duration(s),Average Size(MB),Average Buffer State(s),Average VMAF Score,Average VMAF Smoothness,Average Bitrate(bps),Stall Ratio(%),Stall Time(s),Switch Ratio(%),Total Size(MB)
oboe_trace_15.txt.csv,QAOCS,2.27,0.98,19.67,98.32193823351324,1.15,3630.7255630053915,0.31,0.25,0.20,317.05
lumos5g_trace_5.txt.csv,QAOCS,2.19,1.48,57.70,98.37637672449775,1.16,5600.467156262672,0.30,0.08,0.01,497.14
fcc18_trace_6.txt.csv,QAOCS,2.02,1.50,56.93,98.51625503054095,1.05,5963.698903511243,0.28,0.21,0.01,545.03
fcc18_trace_12.txt.csv,QAOCS,2.18,1.05,20.58,98.2346107809335,1.19,3636.0731139363324,0.30,0.30,0.26,355.16
hsr_trace_13.txt.csv,QAOCS,2.54,0.45,8.18,97.56029668290086,1.91,1492.5125172384112,10.34,76.03,0.22,131.65
oboe_trace_20.txt.csv,QAOCS,2.72,0.49,9.05,97.58300325560872,1.93,1505.3901299960744,5.90,54.68,0.21,131.86
lab_trace_20.txt.csv,QAOCS,2.07,1.40,57.65,98.47875644203583,1.00,5625.200615303281,0.28,0.10,0.01,495.28
lab_trace_14.txt.csv,QAOCS,1.99,1.45,56.93,98.47495819250018,0.96,5761.710695429315,0.27,0.11,0.01,534.69
lab_trace_3.txt.csv,QAOCS,2.06,1.46,57.18,98.52587294379879,0.93,5612.743106207291,0.28,0.12,0.01,521.49
HSDPA_trace_3.csv,QAOCS,3.28,0.48,5.15,97.41483377487552,2.19,1239.9730652294875,42.86,654.83,0.12,108.46
ghent_trace_6.txt.csv,QAOCS,2.24,1.61,55.67,98.48700858807477,0.93,5609.316704610778,0.30,0.25,0.02,528.68
ghent_trace_12.txt.csv,QAOCS,2.09,1.52,57.12,98.36563734482186,1.15,5625.023175939276,0.28,0.09,0.01,534.17
HSDPA_trace_19.csv,QAOCS,2.75,0.43,6.36,97.39089992429884,2.13,1216.8315058128042,19.40,190.28,0.14,114.12
oboe_trace_0.txt.csv,QAOCS,2.30,0.66,15.37,97.93553755898476,1.46,2409.742182686021,0.94,10.29,0.23,211.17
lab_trace_18.txt.csv,QAOCS,1.96,1.38,56.26,98.40196310783486,0.95,5461.286359325428,0.27,0.09,0.01,518.85
fcc18_trace_10.txt.csv,QAOCS,2.59,0.53,10.43,97.63783283092121,1.98,1649.3384313273314,4.95,26.96,0.19,150.00
ghent_trace_20.txt.csv,QAOCS,2.04,1.43,57.39,98.46372442375443,0.98,5602.78535117152,0.28,0.11,0.01,516.04
hsr_trace_7.txt.csv,QAOCS,2.14,1.53,55.18,98.39556185113582,1.03,5690.074864418014,0.29,1.10,0.01,523.93
fcc18_trace_5.txt.csv,QAOCS,2.04,1.12,31.96,98.24251067688442,1.20,4299.7497698700445,0.28,0.19,0.11,402.47
hsr_trace_15.txt.csv,QAOCS,2.17,1.56,54.38,98.40403938188504,1.10,5596.986297537163,0.30,0.63,0.01,526.69
lumos5g_trace_3.txt.csv,QAOCS,2.28,1.55,57.56,98.3890018843908,1.12,5306.316132539805,0.31,0.08,0.01,498.61
lab_trace_1.txt.csv,QAOCS,2.06,1.38,58.01,98.57553269904761,0.90,5526.596871770042,0.28,0.10,0.01,492.74
lab_trace_11.txt.csv,QAOCS,1.95,1.40,57.16,98.44245078336492,0.94,5612.159773605906,0.27,0.13,0.01,526.88
lumos5g_trace_2.txt.csv,QAOCS,2.20,1.56,57.60,98.34272060129918,1.14,5787.881658192597,0.30,0.08,0.01,519.67
fcc18_trace_1.txt.csv,QAOCS,2.15,1.10,21.62,98.3726245196612,1.12,4093.050215845853,0.29,0.14,0.21,374.37
hsr_trace_0.txt.csv,QAOCS,2.42,1.31,25.63,98.32500466074568,1.26,4430.302533690699,0.99,3.73,0.16,398.43
fcc18_trace_3.txt.csv,QAOCS,2.12,0.65,15.80,97.80099025154013,1.68,2444.9741161775346,0.87,8.19,0.18,226.00
lab_trace_10.txt.csv,QAOCS,2.32,1.68,57.27,98.41953024185044,1.12,5617.212513548689,0.32,0.09,0.01,531.36
oboe_trace_3.txt.csv,QAOCS,2.15,1.05,21.37,98.46081056958441,1.13,4005.6941588574027,0.29,0.27,0.17,359.79
fcc18_trace_20.txt.csv,QAOCS,2.31,0.67,14.99,97.91944671783979,1.71,2386.2992534350396,0.63,1.42,0.18,214.47
oboe_trace_1.txt.csv,QAOCS,2.51,0.42,6.59,97.35794561236418,2.37,1355.3351111338757,19.39,160.10,0.17,122.41
lab_trace_16.txt.csv,QAOCS,2.02,1.43,57.15,98.55765196621144,0.89,5670.81371162269,0.27,0.09,0.01,519.65
oboe_trace_4.txt.csv,QAOCS,2.17,1.07,20.28,98.37046466395434,1.19,3853.345801218131,0.30,0.20,0.25,361.14
hsr_trace_16.txt.csv,QAOCS,2.50,0.92,17.75,97.97180091630322,1.66,3222.9005869880016,1.36,7.07,0.29,271.81
oboe_trace_16.txt.csv,QAOCS,2.66,0.45,7.28,97.34828998948407,2.11,1333.5666551838906,14.86,132.14,0.18,123.13
lab_trace_12.txt.csv,QAOCS,2.27,1.68,56.71,98.5569223615967,0.85,5479.644955704989,0.31,0.14,0.01,542.19
ghent_trace_7.txt.csv,QAOCS,2.04,1.43,57.62,98.32529316343059,1.05,5501.241589058099,0.28,0.09,0.01,514.70
fcc18_trace_8.txt.csv,QAOCS,2.13,1.50,56.96,98.44003282338977,0.96,5556.727068773243,0.29,0.09,0.01,515.22
ghent_trace_4.txt.csv,QAOCS,2.19,1.56,57.30,98.48429952996575,0.96,5677.782499484856,0.30,0.09,0.01,523.71
oboe_trace_2.txt.csv,QAOCS,2.44,0.85,17.44,98.07273582144852,1.38,2849.0381641722474,0.33,0.29,0.19,258.12
