File,Method,Average Duration(s),Average Size(MB),Average Buffer State(s),Average VMAF Score,Average VMAF Smoothness,Average Bitrate(bps),Stall Ratio(%),Stall Time(s),Switch Ratio(%),Total Size(MB)
oboe_trace_15.txt.csv,QAOCS,1.98,0.84,10.91,98.50881119092845,1.38,3462.5418489902418,1.28,0.10,0.06,65.41
lumos5g_trace_5.txt.csv,QAOCS,1.79,2.27,48.22,98.64702440685248,1.76,9954.358941081779,1.15,0.08,0.03,197.38
fcc18_trace_6.txt.csv,QAOCS,1.92,2.22,28.07,99.13838628575391,0.64,9482.760011826762,1.25,0.15,0.04,177.81
fcc18_trace_12.txt.csv,QAOCS,2.11,0.94,13.21,98.53597538739368,2.22,3855.3031699259163,1.37,1.97,0.26,68.70
hsr_trace_13.txt.csv,QAOCS,3.61,0.88,6.50,98.14991922610425,1.51,2060.2468234363896,32.56,77.84,0.19,37.69
oboe_trace_20.txt.csv,QAOCS,2.68,0.55,5.23,98.49458543710631,1.77,1562.2225148538278,22.03,38.52,0.03,32.19
lab_trace_20.txt.csv,QAOCS,2.07,2.56,43.48,99.1674410704061,0.63,9707.079538969925,1.35,0.09,0.04,189.61
lab_trace_14.txt.csv,QAOCS,2.14,2.71,47.88,99.29208368137478,0.65,10557.056515492051,1.39,0.14,0.04,195.15
lab_trace_3.txt.csv,QAOCS,2.08,2.41,43.78,98.72597116832779,0.89,9685.322069742286,1.35,0.15,0.04,178.18
HSDPA_trace_3.csv,QAOCS,3.63,0.68,4.97,96.42453157064448,4.69,1715.1248860442274,58.14,209.14,0.09,29.14
ghent_trace_6.txt.csv,QAOCS,1.93,2.19,37.43,99.04146118739487,0.71,10042.598756993148,1.22,0.19,0.09,179.76
ghent_trace_12.txt.csv,QAOCS,2.08,2.49,42.29,99.26834284957916,0.62,9417.450402702758,1.35,0.10,0.04,184.14
HSDPA_trace_19.csv,QAOCS,2.60,0.46,4.22,97.13962690621945,3.83,1386.4831294176763,33.33,68.73,0.03,27.61
oboe_trace_0.txt.csv,QAOCS,2.54,0.70,8.11,98.4446277834236,1.26,2240.9531684807735,4.84,7.93,0.29,43.58
lab_trace_18.txt.csv,QAOCS,2.20,2.78,44.66,99.18263283011999,0.65,10073.331956545144,1.43,0.12,0.04,194.34
fcc18_trace_10.txt.csv,QAOCS,2.40,0.50,5.93,97.6917758047263,2.98,1715.126877244269,9.23,14.99,0.08,32.39
ghent_trace_20.txt.csv,QAOCS,2.02,2.57,41.61,98.63427627729524,1.63,10013.690422196358,1.32,0.08,0.04,195.24
hsr_trace_7.txt.csv,QAOCS,2.24,2.17,22.78,98.89067127065975,1.44,8776.792876468966,1.43,1.14,0.21,151.96
fcc18_trace_5.txt.csv,QAOCS,2.40,1.74,18.54,98.88168976947527,0.69,6102.30861800035,1.56,0.15,0.22,111.58
hsr_trace_15.txt.csv,QAOCS,2.43,2.39,22.69,98.67404079107199,1.31,8144.842414895685,1.56,4.68,0.17,152.93
lumos5g_trace_3.txt.csv,QAOCS,2.28,2.83,51.86,98.97945604079999,0.77,9879.464220352334,1.47,0.08,0.04,192.74
lab_trace_1.txt.csv,QAOCS,2.16,2.79,45.04,98.65080654357811,1.48,10036.716431132087,1.41,0.08,0.04,198.20
lab_trace_11.txt.csv,QAOCS,2.05,2.32,42.36,98.81869511565397,0.85,10030.97198885245,1.32,0.14,0.04,176.02
