File,Method,Average Duration(s),Average Size(MB),Average Buffer State(s),Average VMAF Score,Average VMAF Smoothness,Average Bitrate(bps),Stall Ratio(%),Stall Time(s),Switch Ratio(%),Total Size(MB)
oboe_trace_15.txt.csv,QAOCS,2.14,0.91,23.65,96.45757704905698,1.57,3645.819300417495,0.72,1.94,0.14,254.14
lumos5g_trace_5.txt.csv,QAOCS,2.02,1.19,56.14,96.53927221049418,1.78,5049.5162451022225,0.34,0.08,0.01,351.48
fcc18_trace_6.txt.csv,QAOCS,2.07,1.34,55.24,96.63773724624171,1.46,5335.069767890377,0.35,0.14,0.02,386.82
fcc18_trace_12.txt.csv,QAOCS,2.16,1.02,24.44,96.35287326849121,1.48,4005.5485311633706,0.72,0.41,0.09,283.83
hsr_trace_13.txt.csv,QAOCS,2.58,0.44,11.42,96.18391600962102,2.34,1438.2011330373173,6.47,43.84,0.25,102.06
oboe_trace_20.txt.csv,QAOCS,2.36,0.42,11.41,95.90948802478025,2.26,1466.488117204975,3.95,50.63,0.20,106.70
lab_trace_20.txt.csv,QAOCS,2.08,1.39,57.03,96.99768294148149,1.49,5261.705936496715,0.35,0.22,0.01,400.34
lab_trace_14.txt.csv,QAOCS,2.07,1.37,56.65,96.34188765679825,1.54,5502.53899769371,0.35,0.09,0.01,395.47
lab_trace_3.txt.csv,QAOCS,2.02,1.25,56.11,96.54976423177672,1.49,5049.691072530959,0.34,0.15,0.01,371.46
HSDPA_trace_3.csv,QAOCS,3.10,0.37,6.86,95.81527486996534,3.39,988.1704379038106,22.80,313.43,0.22,70.75
ghent_trace_6.txt.csv,QAOCS,2.20,1.40,52.48,96.68108664357244,1.51,4929.305600518072,0.37,0.49,0.01,380.71
ghent_trace_12.txt.csv,QAOCS,2.03,1.33,56.88,96.82881095401223,1.40,5390.965351668898,0.34,0.09,0.01,389.57
HSDPA_trace_19.csv,QAOCS,2.54,0.34,8.13,96.48684737898577,2.43,1112.472135644823,8.90,63.27,0.23,80.25
oboe_trace_0.txt.csv,QAOCS,2.33,0.67,16.95,96.06140684676699,2.37,2337.4801862290383,1.55,10.30,0.22,171.89
lab_trace_18.txt.csv,QAOCS,2.13,1.39,57.21,96.3628933236453,1.65,5203.569566774648,0.36,0.08,0.01,389.67
fcc18_trace_10.txt.csv,QAOCS,2.49,0.50,12.24,95.7288411348266,2.30,1657.3496413004882,3.77,22.85,0.20,120.27
ghent_trace_20.txt.csv,QAOCS,2.10,1.37,56.61,96.69176032419959,1.43,5226.719067192185,0.35,0.10,0.01,392.67
hsr_trace_7.txt.csv,QAOCS,1.95,1.26,52.58,96.8494815357063,1.35,5170.7415485866095,0.32,0.41,0.01,390.74
fcc18_trace_5.txt.csv,QAOCS,2.15,1.12,36.95,96.58347290756207,1.55,4063.1955361976625,0.72,2.71,0.09,310.98
hsr_trace_15.txt.csv,QAOCS,2.05,1.30,51.83,96.57742750332439,1.53,5176.784153559435,0.34,1.24,0.01,377.58
lumos5g_trace_3.txt.csv,QAOCS,2.23,1.41,56.99,96.40009045398556,1.63,4942.965803422557,0.37,0.08,0.01,379.15
lab_trace_1.txt.csv,QAOCS,2.01,1.26,56.51,96.81302266152282,1.39,5172.113011369128,0.33,0.08,0.01,376.63
lab_trace_11.txt.csv,QAOCS,2.06,1.35,56.39,96.61003791968778,1.49,5069.320709444842,0.34,0.14,0.01,390.54
lumos5g_trace_2.txt.csv,QAOCS,2.23,1.45,56.76,96.60985575472668,1.51,5039.177310625701,0.37,0.08,0.01,389.32
fcc18_trace_1.txt.csv,QAOCS,2.04,1.04,27.52,96.5094571727846,1.70,4151.8598462810105,0.34,0.09,0.11,303.46
hsr_trace_0.txt.csv,QAOCS,2.10,1.07,38.30,96.35777819915037,1.84,4452.056282645628,1.05,16.77,0.06,304.89
