File,Method,Average Duration(s),Average Size(MB),Average Buffer State(s),Average VMAF Score,Average VMAF Smoothness,Average Bitrate(bps),Stall Ratio(%),Stall Time(s),Switch Ratio(%),Total Size(MB)
oboe_trace_15.txt.csv,QAOCS,2.42,1.01,11.32,97.0936559943877,2.91,3374.6813365760654,1.47,0.46,0.28,68.40
lumos5g_trace_5.txt.csv,QAOCS,2.23,2.33,49.00,98.28211627689402,1.25,8584.949080784294,1.37,0.08,0.04,169.75
fcc18_trace_6.txt.csv,QAOCS,2.23,2.63,28.29,98.66356080635828,1.05,9695.658929767276,1.37,0.34,0.07,191.66
fcc18_trace_12.txt.csv,QAOCS,2.37,1.05,12.45,97.79937459740425,2.40,3963.460421421425,1.45,1.67,0.13,72.36
hsr_trace_13.txt.csv,QAOCS,3.05,0.68,5.66,96.69536568016784,3.95,1822.3481400757853,37.74,63.23,0.23,36.28
oboe_trace_20.txt.csv,QAOCS,2.73,0.60,5.33,96.69077407159037,3.53,1733.7978871604935,27.12,54.38,0.14,35.14
lab_trace_20.txt.csv,QAOCS,2.08,2.44,48.32,98.0887842649649,1.44,9345.581555351864,1.28,0.10,0.04,190.26
lab_trace_14.txt.csv,QAOCS,2.19,2.73,45.46,97.88525971904062,1.64,9572.925888164506,1.37,0.10,0.04,199.09
lab_trace_3.txt.csv,QAOCS,2.43,2.60,49.75,97.72475941448931,1.97,9285.02789316329,1.49,0.09,0.04,173.91
HSDPA_trace_3.csv,QAOCS,2.92,0.51,4.32,95.31795639464497,6.18,1663.2958556033373,54.55,194.12,0.18,28.16
ghent_trace_6.txt.csv,QAOCS,1.80,2.02,38.50,97.75686964036012,1.93,8555.684389743707,1.12,0.28,0.03,180.20
ghent_trace_12.txt.csv,QAOCS,1.99,2.28,44.20,97.84614056890253,1.33,8706.41040282539,1.23,0.11,0.04,184.73
HSDPA_trace_19.csv,QAOCS,2.73,0.51,4.92,95.88673248065993,3.09,1638.6047807653608,40.68,90.44,0.14,30.28
oboe_trace_0.txt.csv,QAOCS,2.29,0.64,7.69,97.2730895769548,3.58,2096.68483371752,5.71,4.22,0.33,44.60
lab_trace_18.txt.csv,QAOCS,2.15,2.56,44.98,98.26742195549204,1.37,9133.124775554666,1.33,0.10,0.04,191.82
fcc18_trace_10.txt.csv,QAOCS,2.19,0.47,6.48,96.6082694707991,3.78,1741.3101698758144,10.96,19.83,0.14,33.99
ghent_trace_20.txt.csv,QAOCS,2.36,2.77,49.78,98.79224670384139,0.98,9777.574935817704,1.47,0.20,0.04,188.15
