File,Method,Average Duration(s),Average Size(MB),Average Buffer State(s),Average VMAF Score,Average VMAF Smoothness,Average Bitrate(bps),Stall Ratio(%),Stall Time(s),Switch Ratio(%),Total Size(MB)
fcc18_trace_10.csv,QAOCS_rba,2.98,1.84,3.98,96.2171448344931,1.86,5366.15549508218,69.15,1197.28,0.01,369.46
fcc18_trace_10.txt.csv,QAOCS_bba,2.49,0.5,12.24,95.7288411348266,2.3,1657.34964130049,3.77,22.85,0.2,120.27
fcc18_trace_13.csv,QAOCS_rba,2.16,1.4,39.22,96.3384786299205,1.58,5295.00816115669,2.17,22.77,0.02,387.09
fcc18_trace_13.txt.csv,QAOCS_bba,2.14,1.28,46.11,96.4780491264709,1.59,4688.37555078739,0.36,0.15,0.04,356.31
fcc18_trace_14.csv,QAOCS_rba,2.72,0.56,33.18,95.2472480006009,2.48,1619.90962580136,5.02,55.94,0.03,121.66
fcc18_trace_14.txt.csv,QAOCS_bba,2.63,0.54,12.27,95.9146228934552,2.67,1649.98706807045,6.17,59.06,0.26,122.81
fcc18_trace_17.csv,QAOCS_rba,2.06,1.34,47.91,96.2534669425319,1.51,5385.38687565025,0.34,0.14,0.08,388.6
fcc18_trace_17.txt.csv,QAOCS_bba,2.25,1.48,50.65,96.725082315736,1.48,4787.6471508649,0.38,0.1,0.03,392.89
fcc18_trace_19.csv,QAOCS_rba,2.73,0.67,6.31,95.1453561225955,2.88,2343.2391061871,34.55,566.51,0.25,147.04
fcc18_trace_19.txt.csv,QAOCS_bba,3.18,0.41,8.88,96.1088495117055,3.19,1133.15792121064,15.43,193.52,0.27,76.64
fcc18_trace_20.csv,QAOCS_rba,2.52,0.75,42.01,95.4336651189911,2.26,2345.45110871227,3.8,63.15,0.22,176.75
fcc18_trace_20.txt.csv,QAOCS_bba,2.2,0.63,17.14,95.7955592407379,1.94,2313.9753714757,0.37,0.68,0.26,170.72
fcc18_trace_3.csv,QAOCS_rba,2.34,1.47,4.41,96.2340144768056,1.72,5213.60204618816,43.92,582.74,0.03,374.06
fcc18_trace_3.txt.csv,QAOCS_bba,2.21,0.68,18.07,96.3890907743806,1.96,2672.66123842974,1.48,8.93,0.2,185.11
fcc18_trace_7.csv,QAOCS_rba,3.53,1.14,5.18,95.5355315775749,2.63,2639.38712550647,57.99,1068.37,0.01,192
fcc18_trace_7.txt.csv,QAOCS_bba,2.65,0.37,9.65,95.7401101975277,3.23,1219.80666623477,10.62,176.9,0.25,84.66
fcc18_trace_8.csv,QAOCS_rba,2.11,1.38,56.9,96.506485305348,1.49,5244.78803759286,0.35,0.11,0.01,391.84
fcc18_trace_8.txt.csv,QAOCS_bba,2.2,1.49,55.76,96.4094759782155,1.69,5602.88199206857,0.37,0.09,0.01,405.41
fcc18_trace_9.csv,QAOCS_rba,2.35,1.54,20.86,96.3777451397534,1.39,5165.84971255241,8.66,107.83,0.02,389.94
fcc18_trace_9.txt.csv,QAOCS_bba,2,1.05,31.44,96.7926903324756,1.34,4468.74397550289,0.33,0.44,0.06,315.13
ghent_trace_11.csv,QAOCS_rba,2.15,1.47,55.69,96.3868569702948,1.55,5696.99930905361,0.36,0.1,0.02,409.4
ghent_trace_11.txt.csv,QAOCS_bba,1.94,1.33,56.42,96.7219967832872,1.47,5382.22488486142,0.32,0.11,0.01,411.16
ghent_trace_12.csv,QAOCS_rba,2.15,1.39,56.03,96.6262080075086,1.31,5127.14091919976,0.36,0.16,0.07,387.81
ghent_trace_12.txt.csv,QAOCS_bba,2.03,1.33,56.88,96.8288109540122,1.4,5390.9653516689,0.34,0.09,0.01,389.57
ghent_trace_13.csv,QAOCS_rba,2.17,1.52,55.64,96.552774065226,1.32,5746.51379661341,0.36,0.08,0.01,416.87
ghent_trace_13.txt.csv,QAOCS_bba,2.14,1.38,57.22,96.9664892205958,1.35,5543.65312389924,0.35,0.08,0.01,389.56
ghent_trace_15.csv,QAOCS_rba,2.2,1.39,51.2,96.4896347065234,1.56,5202.2488963303,0.36,0.21,0.07,380.61
ghent_trace_15.txt.csv,QAOCS_bba,2.1,1.27,52.77,96.2972101217436,1.6,5042.15794960162,0.35,0.13,0.02,362.5
ghent_trace_16.csv,QAOCS_rba,2.09,1.32,55.78,96.2593964087805,1.51,5020.87103447473,0.35,0.1,0.08,377.13
ghent_trace_16.txt.csv,QAOCS_bba,2.05,1.36,56.45,96.8845575497627,1.37,5389.82714441203,0.34,0.12,0.02,397.04
ghent_trace_17.csv,QAOCS_rba,2.12,1.42,56.64,96.2796124747273,1.5,5422.43645373764,0.35,0.09,0.01,402.19
ghent_trace_17.txt.csv,QAOCS_bba,2.19,1.37,57.11,96.6950952360257,1.5,4641.01974374364,0.37,0.11,0.01,373.93
ghent_trace_18.csv,QAOCS_rba,2.25,1.45,56.54,96.2831279663553,1.58,5390.79144562775,0.38,0.1,0.01,385.15
ghent_trace_18.txt.csv,QAOCS_bba,2.44,1.53,57.77,96.6008822278915,1.48,5086.82753843545,0.41,0.16,0.01,376.56
ghent_trace_3.csv,QAOCS_rba,1.95,1.24,56.89,96.3957326144,1.47,4742.27063285501,0.33,0.11,0.1,379.88
ghent_trace_3.txt.csv,QAOCS_bba,1.86,1.21,55.68,96.647046917957,1.48,4990.74767603079,0.31,0.08,0.01,387.02
ghent_trace_4.csv,QAOCS_rba,2.05,1.31,55.84,96.3770884943228,1.5,5487.37804280827,0.34,0.08,0.01,381.47
ghent_trace_4.txt.csv,QAOCS_bba,1.94,1.23,56.6,96.6252490348834,1.31,5275.87294548753,0.32,0.09,0.01,377.44
