File,Method,Average Duration(s),Average Size(MB),Average Buffer State(s),Average VMAF Score,Average VMAF Smoothness,Average Bitrate(bps),Stall Ratio(%),Stall Time(s),Switch Ratio(%),Total Size(MB)
lumos5g_trace_4.csv,QAOCS-RBA,2.13,1.60,50.70,98.26485907062354,1.71,5941.748319778222,1.05,0.14,0.08,152.00
oboe_trace_2.csv,QAOCS-RBA,2.29,0.55,36.42,98.28322836042575,1.66,1963.2512102681792,1.14,1.02,0.57,48.15
hsr_trace_2.csv,QAOCS-RBA,2.06,1.46,46.32,98.38474333661925,1.33,5821.871164253155,1.02,0.12,0.20,143.34
oboe_trace_1.csv,QAOCS-RBA,2.72,0.36,14.73,97.14415463839427,2.47,1119.2374668601285,5.41,13.09,0.35,26.65
hsr_trace_1.csv,QAOCS-RBA,1.99,0.95,34.33,97.63012609190483,2.09,3581.296679816003,0.98,0.11,0.57,96.74
fcc18_trace_3.csv,QAOCS-RBA,2.25,0.47,38.75,97.71809815819395,1.64,1710.5126972921523,1.11,0.38,0.62,42.21
fcc18_trace_1.csv,QAOCS-RBA,2.21,0.87,31.64,98.50559994620036,1.11,3174.2978803718906,2.20,0.87,0.74,79.09
lumos5g_trace_1.csv,QAOCS-RBA,2.29,1.82,51.13,98.44341404423605,1.45,6206.395872214444,1.12,0.08,0.03,162.41
lab_trace_1.csv,QAOCS-RBA,2.49,1.89,52.44,98.72573839104447,1.23,6463.481736643197,1.23,0.14,0.01,153.13
fcc18_trace_2.csv,QAOCS-RBA,2.34,0.38,41.04,98.29790544077565,1.45,1348.6671250991037,1.15,2.99,0.53,32.76
ghent_trace_1.csv,QAOCS-RBA,2.08,1.61,47.47,98.8698811618154,0.99,6180.4070039664775,1.02,0.66,0.07,157.84
hsr_trace_3.csv,QAOCS-RBA,2.06,0.79,30.28,98.43803585373514,1.30,3167.751008566288,1.02,0.18,0.50,76.97
oboe_trace_3.csv,QAOCS-RBA,2.24,0.76,37.85,98.39653103625297,1.33,2683.159301439738,1.11,0.59,0.54,68.54
ghent_trace_0.csv,QAOCS-RBA,2.34,1.81,48.44,98.25947116885106,1.54,6620.543823944309,1.14,0.09,0.03,159.16
lab_trace_3.csv,QAOCS-RBA,1.89,1.41,46.08,98.72588936907458,1.18,5980.002319705363,0.93,0.18,0.01,150.50
