File,Method,Average Duration(s),Average Size(MB),Average Buffer State(s),Average VMAF Score,Average VMAF Smoothness,Average Bitrate(bps),Stall Ratio(%),Stall Time(s),Switch Ratio(%),Total Size(MB)
lumos5g_trace_4.csv,QAOCS_RBA,2.13,1.60,50.70,98.26485907062354,1.71,5941.748319778222,1.05,0.14,0.08,152.00
lumos5g_trace_5.csv,QAOCS_RBA,2.62,2.04,50.33,97.73991796214383,2.44,5878.361279019466,1.30,0.08,0.01,156.79
lab_trace_0.csv,QAOCS_RBA,2.38,2.08,45.64,98.01896227195684,1.46,6526.339919976738,1.18,0.09,0.04,176.42
oboe_trace_2.csv,QAOCS_RBA,2.29,0.55,36.42,98.28322836042575,1.66,1963.2512102681792,1.14,1.02,0.57,48.15
lab_trace_4.csv,QAOCS_RBA,2.09,1.76,47.18,98.57331450207221,1.14,7204.899363497651,1.03,0.14,0.01,170.52
hsr_trace_2.csv,QAOCS_RBA,2.06,1.46,46.32,98.38474333661925,1.33,5821.871164253155,1.02,0.12,0.20,143.34
oboe_trace_1.csv,QAOCS_RBA,2.72,0.36,14.73,97.14415463839427,2.47,1119.2374668601285,5.41,13.09,0.35,26.65
hsr_trace_1.csv,QAOCS_RBA,1.99,0.95,34.33,97.63012609190483,2.09,3581.296679816003,0.98,0.11,0.57,96.74
fcc18_trace_3.csv,QAOCS_RBA,2.25,0.47,38.75,97.71809815819395,1.64,1710.5126972921523,1.11,0.38,0.62,42.21
fcc18_trace_1.csv,QAOCS_RBA,2.21,0.87,31.64,98.50559994620036,1.11,3174.2978803718906,2.20,0.87,0.74,79.09
lumos5g_trace_1.csv,QAOCS_RBA,2.29,1.82,51.13,98.44341404423605,1.45,6206.395872214444,1.12,0.08,0.03,162.41
lab_trace_5.csv,QAOCS_RBA,1.94,1.55,51.19,98.58793216463167,1.14,6060.238056406676,0.96,0.14,0.03,160.81
lab_trace_1.csv,QAOCS_RBA,2.49,1.89,52.44,98.72573839104447,1.23,6463.481736643197,1.23,0.14,0.01,153.13
fcc18_trace_2.csv,QAOCS_RBA,2.34,0.38,41.04,98.29790544077565,1.45,1348.6671250991037,1.15,2.99,0.53,32.76
