episode,total_reward,average_loss,policy_loss,value_loss,entropy_loss,duration_sec,steps
0,528.5913,0.0000,0.0000,0.0000,0.0000,387.79,35
1,756.5243,0.0000,0.0000,0.0000,0.0000,403.51,42
2,492.3759,0.0000,0.0000,0.0000,0.0000,374.38,33
3,601.7187,0.0000,0.0000,0.0000,0.0000,407.29,39
4,609.3052,0.0000,0.0000,0.0000,0.0000,397.33,37
5,515.2630,0.5530,-0.0335,1.8454,-1.2589,379.30,36
6,538.2659,0.5530,-0.0335,1.8454,-1.2589,389.69,35
7,613.0838,0.5530,-0.0335,1.8454,-1.2589,410.95,37
8,552.6108,0.5530,-0.0335,1.8454,-1.2589,381.56,36
9,587.8883,0.5530,-0.0335,1.8454,-1.2589,416.43,39
10,445.1854,0.7804,-0.0604,0.8590,-0.0182,404.44,40
11,638.8732,0.7804,-0.0604,0.8590,-0.0182,416.18,41
12,663.4059,0.7804,-0.0604,0.8590,-0.0182,425.13,41
13,612.9428,0.7804,-0.0604,0.8590,-0.0182,389.52,39
14,538.2650,0.7804,-0.0604,0.8590,-0.0182,383.89,35
15,605.4522,1.6905,-0.0054,1.7141,-0.0182,383.09,38
16,564.5055,1.6905,-0.0054,1.7141,-0.0182,412.97,39
17,623.3106,1.6905,-0.0054,1.7141,-0.0182,406.48,38
18,623.6391,1.6905,-0.0054,1.7141,-0.0182,387.79,40
19,703.6609,1.6905,-0.0054,1.7141,-0.0182,429.20,43
20,737.3321,1.2943,-0.0861,1.3986,-0.0182,462.52,45
21,-18.4448,1.2943,-0.0861,1.3986,-0.0182,404.17,40
22,535.3018,1.2943,-0.0861,1.3986,-0.0182,379.43,34
23,545.5209,1.2943,-0.0861,1.3986,-0.0182,364.14,35
24,630.5879,1.2943,-0.0861,1.3986,-0.0182,391.87,40
25,563.4487,1.2943,-0.0861,1.3986,-0.0182,405.79,36
26,626.3723,2.3746,-0.0657,2.4585,-0.0182,435.72,41
27,501.0041,2.3746,-0.0657,2.4585,-0.0182,382.38,34
28,498.9450,2.3746,-0.0657,2.4585,-0.0182,419.01,30
29,647.4278,2.3746,-0.0657,2.4585,-0.0182,581.32,40
30,551.8342,2.3746,-0.0657,2.4585,-0.0182,481.43,32
31,650.9601,1.7777,0.0099,1.7859,-0.0182,615.23,44
32,568.9197,1.7777,0.0099,1.7859,-0.0182,541.05,35
33,672.4122,1.7777,0.0099,1.7859,-0.0182,606.70,42
34,540.7283,1.7777,0.0099,1.7859,-0.0182,500.61,35
35,593.6695,1.7777,0.0099,1.7859,-0.0182,563.67,38
36,634.5789,0.8589,-0.0655,0.9426,-0.0182,633.52,43
37,676.1986,0.8589,-0.0655,0.9426,-0.0182,613.18,42
38,549.1499,0.8589,-0.0655,0.9426,-0.0182,534.54,33
39,571.7021,0.8589,-0.0655,0.9426,-0.0182,558.54,36
40,618.7277,0.8589,-0.0655,0.9426,-0.0182,588.72,39
41,582.5302,0.8589,-0.0655,0.9426,-0.0182,532.09,37
42,706.3506,1.2662,-0.0059,1.2903,-0.0182,537.59,39
43,616.9811,1.2662,-0.0059,1.2903,-0.0182,533.52,37
44,608.7447,1.2662,-0.0059,1.2903,-0.0182,539.57,38
45,632.1895,1.2662,-0.0059,1.2903,-0.0182,583.07,40
46,690.5012,1.2662,-0.0059,1.2903,-0.0182,612.50,43
47,590.0317,1.4188,-0.0207,1.4577,-0.0182,576.71,39
48,689.3538,1.4188,-0.0207,1.4577,-0.0182,592.78,43
49,682.0219,1.4188,-0.0207,1.4577,-0.0182,599.99,43
50,575.2549,1.4188,-0.0207,1.4577,-0.0182,583.51,42
51,685.9900,1.7112,-0.0602,1.7896,-0.0182,610.06,42
52,655.6461,1.7112,-0.0602,1.7896,-0.0182,559.40,38
53,585.6448,1.7112,-0.0602,1.7896,-0.0182,523.65,36
54,522.5476,1.7112,-0.0602,1.7896,-0.0182,526.13,34
55,539.0022,1.7112,-0.0602,1.7896,-0.0182,538.12,35
56,533.8909,1.7112,-0.0602,1.7896,-0.0182,523.16,34
57,646.5640,1.8011,-0.1072,1.9264,-0.0182,588.12,42
58,544.2387,1.8011,-0.1072,1.9264,-0.0182,586.41,41
59,613.1112,1.8011,-0.1072,1.9264,-0.0182,582.56,39
60,643.3605,1.8011,-0.1072,1.9264,-0.0182,601.45,41
61,504.1742,1.8011,-0.1072,1.9264,-0.0182,552.04,40
62,575.2338,2.0951,-0.0510,2.1642,-0.0182,570.57,37
63,661.1537,2.0951,-0.0510,2.1642,-0.0182,565.32,40
64,623.2116,2.0951,-0.0510,2.1642,-0.0182,556.13,39
65,712.2308,2.0951,-0.0510,2.1642,-0.0182,584.89,41
66,538.3689,2.0951,-0.0510,2.1642,-0.0182,554.39,39
67,615.4888,1.6549,-0.0823,1.7553,-0.0182,611.95,40
68,544.0897,1.6549,-0.0823,1.7553,-0.0182,545.33,33
69,530.6558,1.6549,-0.0823,1.7553,-0.0182,563.03,36
70,639.4451,1.6549,-0.0823,1.7553,-0.0182,581.69,39
71,792.6077,1.6549,-0.0823,1.7553,-0.0182,611.03,45
72,545.9193,1.0438,-0.0688,1.1308,-0.0182,534.85,35
73,481.0506,1.0438,-0.0688,1.1308,-0.0182,481.66,30
74,464.5574,1.0438,-0.0688,1.1308,-0.0182,476.02,29
75,415.7883,1.0438,-0.0688,1.1308,-0.0182,522.57,32
76,551.3432,1.0438,-0.0688,1.1308,-0.0182,539.64,34
77,539.7431,1.0438,-0.0688,1.1308,-0.0182,514.37,34
78,519.0398,1.0438,-0.0688,1.1308,-0.0182,540.23,32
79,498.0749,0.5566,-0.0945,0.6692,-0.0182,524.47,32
80,543.8541,0.5566,-0.0945,0.6692,-0.0182,538.33,36
81,653.1320,0.5566,-0.0945,0.6692,-0.0182,602.89,42
82,632.9475,0.5566,-0.0945,0.6692,-0.0182,565.07,41
83,593.8307,0.5566,-0.0945,0.6692,-0.0182,589.18,39
