File,Method,Average Duration(s),Average Size(MB),Average Buffer State(s),Average VMAF Score,Average VMAF Smoothness,Average Bitrate(bps),Stall Ratio(%),Stall Time(s),Switch Ratio(%),Total Size(MB)
lumos5g_trace_4.csv,QAOCS-RBA,2.44,2.01,46.50,98.82930887988991,1.10,6933.743541816482,1.52,0.10,0.09,132.86
oboe_trace_2.csv,QAOCS-RBA,2.23,0.49,32.12,98.60184607046006,1.03,1835.0560584188129,1.39,0.17,0.49,35.15
hsr_trace_2.csv,QAOCS-RBA,2.13,1.71,45.18,98.89068208496917,0.70,6779.6624279191265,1.32,0.08,0.21,129.88
oboe_trace_1.csv,QAOCS-RBA,2.47,0.34,8.37,98.18481516590718,2.09,1175.904073314879,7.46,14.23,0.27,22.85
hsr_trace_1.csv,QAOCS-RBA,2.26,1.13,29.68,98.71459658008303,0.80,4039.2243296730303,1.39,0.10,0.64,81.03
fcc18_trace_3.csv,QAOCS-RBA,1.98,0.41,30.64,98.69555593612294,0.91,1662.397273829706,1.23,0.09,0.49,33.02
fcc18_trace_1.csv,QAOCS-RBA,2.03,0.77,24.40,98.7062218345109,0.78,2938.3653848768167,1.25,0.09,0.60,61.70
lumos5g_trace_1.csv,QAOCS-RBA,2.51,2.40,48.79,98.48437666055817,1.24,7820.672975036634,1.56,0.08,0.06,153.32
lab_trace_1.csv,QAOCS-RBA,1.89,1.79,48.33,98.84106154274663,0.87,7528.584631451757,1.18,0.08,0.02,152.47
fcc18_trace_2.csv,QAOCS-RBA,2.23,0.37,29.46,98.75883520170717,1.05,1416.466473777456,1.37,0.11,0.51,26.82
ghent_trace_1.csv,QAOCS-RBA,2.10,1.81,43.00,98.95560041485501,0.79,7280.587840950872,1.30,0.46,0.09,139.09
hsr_trace_3.csv,QAOCS-RBA,2.23,1.00,21.73,98.66546057631884,0.98,4049.411196659395,1.39,0.16,0.51,72.34
oboe_trace_3.csv,QAOCS-RBA,2.33,0.86,24.49,98.46018123187412,1.11,2903.0002831493825,1.45,0.09,0.64,59.45
ghent_trace_0.csv,QAOCS-RBA,2.29,2.08,49.07,98.99224679895767,0.87,7981.879773918394,1.41,0.08,0.03,147.51
lab_trace_3.csv,QAOCS-RBA,1.86,1.70,46.53,99.03337301777609,0.68,7618.960870144165,1.15,0.11,0.01,148.14
ghent_trace_3.csv,QAOCS-RBA,2.18,1.50,47.01,98.84205787240943,0.89,5465.516330763437,1.35,0.09,0.34,111.26
lab_trace_2.csv,QAOCS-RBA,2.08,1.93,47.93,98.86734632412154,0.72,8006.031396711551,1.28,0.10,0.04,150.51
oboe_trace_0.csv,QAOCS-RBA,2.28,0.44,22.08,98.50094944656351,1.33,1599.9089942501253,1.39,0.09,0.60,31.86
lumos5g_trace_2.csv,QAOCS-RBA,2.09,2.03,49.95,98.90977129835187,0.90,7549.58742924996,1.30,0.08,0.06,156.44
