File,Method,Average Duration(s),Average Size(MB),Average Buffer State(s),Average VMAF Score,Average VMAF Smoothness,Average Bitrate(bps),Stall Ratio(%),Stall Time(s),Switch Ratio(%),Total Size(MB)
lumos5g_trace_4.csv,stallfrequency,2.06,0.42,50.25,83.20301961513958,8.96,1810.2053785485375,1.25,1.05,0.04,33.43
oboe_trace_2.csv,stallfrequency,2.27,0.41,48.18,82.06577393551163,8.76,1656.1007387678967,1.39,2.10,0.04,29.76
hsr_trace_2.csv,stallfrequency,2.09,0.45,50.13,84.0601467670769,9.66,1810.6188038689195,1.30,0.16,0.04,34.88
oboe_trace_1.csv,stallfrequency,1.91,0.30,10.07,79.56813126594601,20.58,1152.4272048985094,9.52,33.19,0.14,24.79
hsr_trace_1.csv,stallfrequency,2.14,0.43,49.08,83.04570075757324,9.30,1780.377230066762,1.32,1.69,0.04,32.46
fcc18_trace_3.csv,stallfrequency,2.23,0.46,35.78,82.94478636816446,10.44,1689.1329857502933,1.37,0.51,0.04,33.56
fcc18_trace_1.csv,stallfrequency,2.29,0.61,45.52,84.39783760214509,12.50,2109.0186863918107,1.43,0.94,0.04,42.64
lumos5g_trace_1.csv,stallfrequency,2.20,0.84,48.75,86.21208329434612,11.73,2629.648187763324,1.37,0.09,0.04,61.60
lab_trace_1.csv,stallfrequency,2.24,0.52,52.45,84.79492674838548,8.77,1954.4628337556242,1.39,0.14,0.04,37.28
fcc18_trace_2.csv,stallfrequency,2.14,0.48,14.75,79.29511046375485,16.36,1706.1126585022766,2.67,6.53,0.27,36.24
ghent_trace_1.csv,stallfrequency,2.24,0.51,47.31,82.54616207147329,10.10,1810.5652333379048,1.39,0.41,0.04,36.65
hsr_trace_3.csv,stallfrequency,2.25,0.55,40.97,82.18707921528575,10.86,1897.3053170409808,1.39,0.14,0.04,39.33
oboe_trace_3.csv,stallfrequency,1.99,0.43,46.27,82.53246450964394,10.85,1737.4343755654384,1.22,0.57,0.04,34.91
ghent_trace_0.csv,stallfrequency,2.01,0.39,44.41,80.35586898826621,9.19,1513.070092062366,1.25,0.09,0.04,31.50
lab_trace_3.csv,stallfrequency,2.21,0.53,45.87,82.84650875268674,9.46,1821.7912074598048,1.35,0.20,0.04,38.98
