File,Method,Average Duration(s),Average Size(MB),Average Buffer State(s),Average VMAF Score,Average VMAF Smoothness,Average Bitrate(bps),Stall Ratio(%),Stall Time(s),Switch Ratio(%),Total Size(MB)
lumos5g_trace_4.csv,stallfrequency,2.63,0.35,50.68,84.16002041247322,12.32,1193.5176922375622,1.30,0.88,0.04,26.72
oboe_trace_2.csv,stallfrequency,2.06,0.29,45.31,82.40904989517314,11.83,1018.8371347922603,1.02,2.60,0.03,28.46
hsr_trace_2.csv,stallfrequency,1.94,0.23,49.30,82.51144706102637,9.17,1001.3206792128939,0.96,0.14,0.03,24.40
oboe_trace_1.csv,stallfrequency,2.50,0.30,11.86,81.80549180394829,21.29,861.603011106278,6.02,12.22,0.18,24.99
hsr_trace_1.csv,stallfrequency,2.27,0.31,51.58,84.81590136055031,10.84,1113.1704346566582,1.12,1.75,0.03,28.01
fcc18_trace_3.csv,stallfrequency,1.94,0.23,50.61,83.45594962572358,8.60,956.7156972306469,0.96,0.66,0.03,24.26
fcc18_trace_1.csv,stallfrequency,2.22,0.32,51.63,84.50669508274814,10.65,1135.2216204520262,1.10,0.84,0.03,28.76
lumos5g_trace_1.csv,stallfrequency,2.55,0.57,51.92,85.00434104290656,12.23,1424.4223824284365,1.27,0.09,0.04,44.81
lab_trace_1.csv,stallfrequency,1.98,0.28,49.66,84.57961694855334,10.85,1099.841289767539,0.98,0.22,0.03,28.31
fcc18_trace_2.csv,stallfrequency,2.49,0.29,45.56,82.16882466813851,10.36,990.5414777379623,2.41,1.08,0.04,24.13
ghent_trace_1.csv,stallfrequency,2.20,0.27,51.44,82.41633395737095,10.31,994.9520959833908,1.09,0.76,0.03,25.06
hsr_trace_3.csv,stallfrequency,2.41,0.30,49.53,82.71471642202833,9.28,1010.941768965116,1.19,0.35,0.04,25.35
oboe_trace_3.csv,stallfrequency,2.06,0.28,46.01,81.38760126281177,12.50,983.8561211339268,1.02,0.28,0.03,27.92
ghent_trace_0.csv,stallfrequency,2.06,0.27,50.03,83.6883072065185,10.23,989.1645277867495,1.02,0.09,0.03,26.71
lab_trace_3.csv,stallfrequency,2.33,0.29,51.65,83.17596826907376,10.04,975.0537347490196,1.15,0.11,0.03,25.18
ghent_trace_3.csv,stallfrequency,2.11,0.27,51.30,83.71975146267758,10.33,1006.3855666768976,1.04,0.08,0.03,26.00
lab_trace_2.csv,stallfrequency,2.12,0.29,48.25,83.49083958244917,11.44,1129.6258106744217,1.04,0.09,0.03,28.20
oboe_trace_0.csv,stallfrequency,2.27,0.30,45.22,83.74870491454197,9.62,1113.9020846394692,1.11,0.30,0.03,26.99
